상호명,도로명주소,전화번호,위도,경도
KOSAN(고샌),"인천광역시 연수구 새말로35번길 8-5, 101호 (연수동)",,37.42224627,126.6757168
아마스빈 인천동춘점,"인천광역시 연수구 먼우금로 88 (동춘동, 상산빌딩 107호)",,37.40673078,126.670366
카페 샌드,"인천광역시 연수구 신송로 170, 에이스프라자3차 1층 101호 (송도동)",,37.39886814,126.6489188
아트 디 포레스트,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 401동 지상2층 208호 (송도동)",,37.40215703,126.6404248
커피리본(Coffee Reborn),"인천광역시 연수구 컨벤시아대로 126, 205호 (송도동, 푸르지오월드마크)",,37.39247736,126.6456466
글로어 송도,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 지상1층 160(일부)호 (송도동)",,37.41050721,126.627633
투썸플레이스 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-2, B동 지상1,2층 134b, 209b호 (송도동, 송도트리플스트리트)",,37.38044505,126.6602318
커피베이 송도파크자이점,"인천광역시 연수구 앵고개로 94, 1층 4,5호 (동춘동)",,37.41233348,126.6560855
메가커피 인천동춘점,"인천광역시 연수구 앵고개로264번길 41, 상가B동 지상1층 109호 (동춘동, 한양아파트)",,37.40637881,126.671075
내일의날씨,"인천광역시 연수구 송도문화로120번길 12, 1,2층 (송도동)",,37.3737138,126.6635524
사리화,"인천광역시 연수구 능허대로149번길 16-2, 2층 (옥련동)",,37.42137714,126.6464717
kico(키코),"인천광역시 연수구 새말로46번길 22, 지상1층 (연수동)",,37.42076361,126.674821
윤군커피,"인천광역시 연수구 컨벤시아대로 69, 1층 (송도동, 송도밀레니엄빌딩, 116호일부)",,37.39571542,126.6509557
메가엠지씨커피 신연수역점,"인천광역시 연수구 함박뫼로 250, 상가동 1,2층 106,205호 (연수동, 연수풍림1차아파트)",,37.41686766,126.6917391
FAVOR 페이버,"인천광역시 연수구 벚꽃로 106, 연수광장프라자 1층 118호 (청학동)",,37.41762926,126.6772291
갤러리 디저트카페,"인천광역시 연수구 용담로 97, 지상1층 일부호 (청학동)",,37.41620459,126.6761182
피카 에스프레소 바(Fika Espresso bar),"인천광역시 연수구 하모니로 158, 송도타임스페이스 D-102호 (송도동)",,37.38419018,126.6421469
블루포트 가천대 보건과학대점,"인천광역시 연수구 함박뫼로 191 (연수동, 보건과학대학 지상4층 일부)",,37.42230231,126.6879805
메가엠지씨커피 송도하버뷰점,"인천광역시 연수구 해돋이로 168-5, 송정프라자 1층 102호 (송도동)",,37.39568564,126.6454458
이디야커피 송도지식정보단지역점,"인천광역시 연수구 하모니로177번길 49, 형지글로벌 패션복합센터 3동 지상1층 112호 (송도동)",,37.37833697,126.6444143
그린테이블,"인천광역시 연수구 선학로68번길 27, 1층 일부호 (선학동)",,37.42372877,126.7024874
달보드레,인천광역시 연수구 갯벌로 98 (주)경신 1층 구내식당 내 (송도동),,37.38759917,126.64914
아마스빈 송도점,"인천광역시 연수구 신송로 122, 지상1층 121호 (송도동, 송도프라자)",,37.39581436,126.6524353
커피101스트릿,"인천광역시 연수구 센트럴로 123, 1층 (송도동, 송도컨벤시아)",,37.38736717,126.6468405
카페모니터(CAFE MONITOR),"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상1층 A-125호 (송도동)",,37.38419018,126.6421469
투썸 플레이스 인천옥련점,"인천광역시 연수구 독배로40번길 5, 지상1층 (옥련동)",,37.42458731,126.6451627
마이또(MAITO),"인천광역시 연수구 아트센터대로 107, 커낼워크D3 AUTUMN 301동 지상1층 120호 (송도동)",,37.40073438,126.6388961
또커피,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 195호 (송도동)",,37.41050721,126.627633
허브카페,"인천광역시 연수구 테크노파크로111번길 4, 드 메티스 빌딩 101호 (송도동)",,37.38605773,126.6442531
오션97(ocean97),"인천광역시 연수구 인천타워대로 257, 아트포레 B동 101호,102호 (송도동)",,37.39351506,126.6321878
꽃사랑(꽃구름),"인천광역시 연수구 한나루로 190, 송도프라자 3층 303 일부호 (옥련동)",,37.42625897,126.6569118
쥬씨 팔팔핫도그 인천동춘점,"인천광역시 연수구 샘말로30번길 20, 지상1층 일부호 (연수동)",,37.41213284,126.6794402
아멜라떼(송도점),"인천광역시 연수구 컨벤시아대로 81, 1층 138호 (송도동, 드림시티)",,37.39494268,126.6501653
발도스커피 연수점,"인천광역시 연수구 함박로92번길 3, 1층 101,102호 (연수동)",,37.42427735,126.6859091
제주스,"인천광역시 연수구 경원대로 184, 이마트 2층 (동춘동)",,37.40421886,126.6811196
카페 어웨이크(cafe awake),"인천광역시 연수구 송도과학로27번길 55, C동 110호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
알콩 인천뉴서울선학점,"인천광역시 연수구 선학로 101, 상가동 1층 103호 (선학동, 뉴서울1차아파트)",,37.42505293,126.7006293
컴포즈커피(송도점),"인천광역시 연수구 컨벤시아대로 90, 501동 지상1층 134호 (송도동, 현대힐스테이트)",,37.39495208,126.647839
더벤티 송도 마리나베이점,"인천광역시 연수구 랜드마크로 160, 근린생활시설-1동 1층 109호 (송도동, 더샵 송도 마리나베이)",,37.41279383,126.6108012
텐퍼센트 이리옴점,"인천광역시 연수구 신송로125번길 7, 이리옴프라자 103호 (송도동)",,37.39494818,126.6515588
이-연커피(e-YEON Coffee),"인천광역시 연수구 용담로149번길 15, 1층 (연수동)",,37.41359299,126.6809939
(주)커피빈코리아 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-4, D동 지상1,2층 119,207호 (송도동, 송도트리플스트리트)",,37.37866084,126.6628418
데일리오아시스 송도센트럴파크점,"인천광역시 연수구 테크노파크로111번길 5, 스타 1층 101호 (송도동)",,37.38575608,126.6446689
카페코지,"인천광역시 연수구 먼우금로263번길 11, 1층 (연수동)",,37.42038995,126.6794118
공차 스퀘어원점,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 3층)",,37.40599741,126.6836222
커피화로스터스컴퍼니,"인천광역시 연수구 송도과학로27번길 70, 롯데캐슬 112동 107호 (송도동, 롯데캐슬)",,37.38623512,126.6672047
인천아트카페,"인천광역시 연수구 아트센터대로 222, 아트센터 인천(콘서트홀) 1층 (송도동)",,37.39398092,126.626783
빽다방 송도글로벌1호점,"인천광역시 연수구 송도문화로28번길 28, 204동 지상1층 130호 (송도동, 글로벌캠퍼스푸르지오)",,37.3770832,126.6558312
더리터 인천동춘점,"인천광역시 연수구 앵고개로 242, 제일빌딩 1층 107호 (동춘동)",,37.4086566,126.6708262
스타벅스 인천스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 3동 1,2층 (동춘동)",,37.40599741,126.6836222
이디야 인천서해그랑블점,"인천광역시 연수구 봉재산로44번길 2, 동춘프라자 103호,104일부호 (동춘동)",,37.40819855,126.6659341
카페아르떼(Cafe Arte),"인천광역시 연수구 아트센터대로 149, 커낼워크D1 SPRING 102동 118호 (송도동)",,37.39798773,126.6359002
빽다방 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 302동 D-103호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
이스라엘 갤러리&세굴라카페,"인천광역시 연수구 인천타워대로 257, 아트포레 A동 210호 (송도동)",,37.39351506,126.6321878
양와당,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 118호 (송도동)",,37.38102064,126.6608134
팔공티 롯데슈퍼연수점,"인천광역시 연수구 앵고개로 266, 한양2차아파트(롯데슈퍼) 1층 (동춘동)",,37.40697151,126.6728198
헤이로다,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 111호 (송도동)",,37.38102064,126.6608134
더벤티 연수선학점,"인천광역시 연수구 학나래로118번길 48, 상원빌딩 1층 일부호 (선학동)",,37.42628776,126.6979641
아마스빈 송도지식정보단지역점,"인천광역시 연수구 인천타워대로54번길 13 (송도동, 해승메디피아 102호)",,37.37917306,126.6463595
아마스빈송도학원가점,"인천광역시 연수구 컨벤시아대로42번길 27, 송도 에이스프라자Ⅱ 105호 (송도동)",,37.39941083,126.6494302
늘솜단지 협동조합,"인천광역시 연수구 동곡재로160번길 11-1, 1층 (동춘동)",,37.41369494,126.6655404
벙커커피,"인천광역시 연수구 앵고개로 242, 제일빌딩 지하1층 102호 (동춘동)",,37.4086566,126.6708262
앰코코리아 카페베네,"인천광역시 연수구 송도미래로 150 (송도동, 정문보안동 지상1층 일부)",,37.36264354,126.6564814
커스텀커피(송도타임스페이스점),"인천광역시 연수구 하모니로 158, 송도타임스페이스 D-108호 (송도동)",,37.38419018,126.6421469
밀우,"인천광역시 연수구 한나루로 173, 101호 (옥련동)",,37.42496031,126.6556748
투썸플레이스 송도커낼워크점,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 401동 101,201호 (송도동)",,37.40215703,126.6404248
매머드 익스프레스 송도 스마트밸리점,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 E동 2층 204-1호 (송도동)",,37.36728943,126.6490966
감성커피 송도하버뷰점,"인천광역시 연수구 해돋이로 160-19, 카리스프라자 101,102호 (송도동)",,37.39624931,126.6469883
까페제이에스(Cafe@JS),"인천광역시 연수구 아카데미로 119, 인천대학교 제2학생복지관 1층 (송도동)",,37.37654053,126.6329014
스타벅스송도캠퍼스타운역,"인천광역시 연수구 송도과학로27번길 55 (송도동, 롯데캐슬캠퍼스타운 A-101,102,103,121,122)",,37.38803691,126.6642625
배배꼬 송도트리플타워점,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 136호 (송도동)",,37.38246176,126.6606641
컵오브커피 라이크홈점,"인천광역시 연수구 첨단대로 80, A동 지상1층 105호 (송도동, 아이에프이제트입주기업근로자기숙사)",,37.36771911,126.6533296
매머드 익스프레스 송도IT센터점(MAMMOTH EXPRESS),"인천광역시 연수구 송도과학로 32, 송도테크노파크IT센터 제1층 제에이117 일부호 (송도동)",,37.3818129,126.6623329
메가엠지씨커피 송도글로벌캠퍼스점,"인천광역시 연수구 송도문화로28번길 28, 송도글로벌캠퍼스푸르지오 203동 135호 (송도동, 송도글로벌캠퍼스푸르지오)",,37.3770832,126.6558312
레오커피(LEO COFFEE),"인천광역시 연수구 예술로22번길 32, 3층 (선학동)",,37.4358779,126.7003203
컴포즈커피 송도읍내점,"인천광역시 연수구 신송로 122, 송도프라자 지상1층 110호 (송도동)",,37.39581436,126.6524353
메가엠지씨커피 인천함박마을점,"인천광역시 연수구 비류대로433번길 10, 1층 101호 (연수동)",,37.42471446,126.683028
멜리플루(Melliflu),"인천광역시 연수구 능허대로79번길 30, 종합상가동 2층 212호 (옥련동, 럭키송도아파트)",,37.42469255,126.6433898
카페혜윰,"인천광역시 연수구 아카데미로 119, 인천대학교 제3생활관동 1층 일부호 (송도동)",,37.37654053,126.6329014
이디야 하이마트 연수점,"인천광역시 연수구 청능대로 64, 지상1층 일부호 (동춘동)",,37.41591775,126.6729897
아르모니아(ARMONIA),"인천광역시 연수구 먼우금로251번길 7, 1층 (연수동)",,37.41942906,126.6788848
텀브커피 인천송도점,"인천광역시 연수구 송도과학로51번길 136, 219동 103호 (송도동, 송도 캐슬&해모로)",,37.38300563,126.6750605
커피에 반하다,"인천광역시 연수구 벚꽃로 106, 지상1층 112-1호 (청학동, 연수광장프라자)",,37.41762926,126.6772291
메가커피 송도캐슬파크점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 1층 119호 (송도동)",,37.38459942,126.6423987
컴포즈커피 인천연수구청점,"인천광역시 연수구 원인재로 124, 상가동 지상1층 106호 (동춘동, 한양1차아파트)",,37.40749232,126.6808219
자미당 송도웰카운티점,"인천광역시 연수구 인천타워대로54번길 9, 에몬스프라자 103호 (송도동)",,37.37898729,126.6459726
리프(Lief)커피 송도,"인천광역시 연수구 센트럴로 232, E동 1층 161호 (송도동, 더샵센트럴파크1)",,37.39636124,126.6375683
커피쿡 송도점,"인천광역시 연수구 신송로 170, 에이스프라자3차 106호 (송도동)",,37.39886814,126.6489188
오디너리라이피(Ordinary Lifee),"인천광역시 연수구 컨벤시아대로 60, 푸르지오월드마크 106호 (송도동, 푸르지오월드마크)",,37.39758636,126.6506664
늘솜스콘,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 지상1층 디157호 (송도동)",,37.39952409,126.6295726
더빈(The Bean),"인천광역시 연수구 송도과학로16번길 33-4, 116호 (송도동, 송도트리플스트리트D동)",,37.37866084,126.6628418
(주)메가마트 삼성바이오로직스 카페,"인천광역시 연수구 송도바이오대로 300, 삼성바이오로직스 3공장 2층 접견공간 내 (송도동)",,37.36641672,126.6637288
공차현대송도점,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",,37.38320628,126.6586339
빽다방 송도닥터플러스몰점,"인천광역시 연수구 컨벤시아대로230번길 54, 지상1층 A119호 (송도동)",,37.38874008,126.6343345
꿈꾸는카페-송도국제어린이도서관점,"인천광역시 연수구 컨벤시아대로 43, 송도국제어린이도서관 1층 일부호 (송도동)",,37.3979791,126.6536487
망원동티라미수 송도달빛축제공원역점,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 189호 (송도동)",,37.41050721,126.627633
삼성웰스토리(주)포스코R&D카페,"인천광역시 연수구 송도과학로 100, 포스코 글로벌 R&D CENTER  컨벤션동 지상1층 일부호 (송도동)",,37.37897883,126.6668993
발도스커피 송도점,"인천광역시 연수구 하모니로177번길 49, 형지글로벌 패션복합센터 3동 106호 (송도동)",,37.37833697,126.6444143
메가엠지씨커피 연수역점,"인천광역시 연수구 벚꽃로 114, 브랫슬 101호 (연수동)",,37.41709445,126.6780921
팔공티 인천대점,"인천광역시 연수구 아카데미로 119, 인천대학교 제2학생복지관 1동 식당1호 (송도동)",,37.37654053,126.6329014
여기 괜찮은 카페,"인천광역시 연수구 청능대로 124, 연수타운상가동 2층 201호 (동춘동, 금호동아아파트)",,37.41147207,126.6760608
카페 줄리아노,"인천광역시 연수구 컨벤시아대로 165 (송도동, NEAT TOWER 지상5층 일부)",,37.38914175,126.6444436
소소,"인천광역시 연수구 새말로 27, 동남아파트 103호 (연수동)",,37.42304792,126.6748622
컴포즈커피 동춘점,"인천광역시 연수구 먼우금로 88, 상산빌딩 104호 (동춘동)",,37.40673078,126.670366
COFFEE BAY(커피베이) 송도가로수길점,"인천광역시 연수구 해돋이로 168-2, 에스원타워1 112,113호 (송도동)",,37.3950122,126.6456783
팔공티 송도 밀레니엄점,"인천광역시 연수구 컨벤시아대로 69, 송도 밀레니엄 1층 127-1호 (송도동)",,37.39571542,126.6509557
텐퍼센트 하버뷰점,"인천광역시 연수구 해돋이로 168, 혜인프라자 104일부호 (송도동)",,37.39542885,126.6452104
인천연수지역자활센터 카페(cafe)봄날(동춘점),"인천광역시 연수구 앵고개로 183, 여성의광장 1층 일부호 (동춘동)",,37.4133083,126.6661859
이디야 인천연수점,"인천광역시 연수구 먼우금로 299, 상가동 101,120호 (연수동, 태경아파트)",,37.42345134,126.6818076
멍다방,"인천광역시 연수구 비류대로294번길 32-5, 201호 (청학동)",,37.42467129,126.6660034
메가엠지씨커피 송도e편한세상점,"인천광역시 연수구 랜드마크로 113, e편한세상 송도 상가A동 105호 (송도동, e편한세상 송도)",,37.40923975,126.6176511
카페 마들렌,"인천광역시 연수구 능허대로 265 (동춘동, 지상1층 일부)",,37.41311985,126.6538709
컴포즈커피 송도해양경찰청점,"인천광역시 연수구 해돋이로 118, 마린프라자 103호 (송도동)",,37.3923416,126.649571
파인트리아일랜드(Pinetree Island),"인천광역시 연수구 청량로86번길 14-10, 1층 (동춘동)",,37.41559473,126.6578767
CAFE719(카페719),"인천광역시 연수구 벚꽃로 130-4, 1층 B-106,B-107호 (연수동, 연수푸르지오2단지)",,37.41646976,126.6792528
앤커피(ANNE COFFEE),"인천광역시 연수구 학나래로6번길 19, 1층 일부호 (선학동)",,37.42400433,126.6973901
모다(MODA),"인천광역시 연수구 독배로 56-1, 1층 일부 (옥련동)",,37.42561783,126.6452018
펠리시티,"인천광역시 연수구 청능대로137번길 19, 1층 일부호 (연수동)",,37.41193027,126.6792153
메가커피,"인천광역시 연수구 신송로125번길 13, 아크리아 104호 (송도동)",,37.39456511,126.6511829
스타벅스 송도캐슬파크점(Starbucks Songdo Castle Park),"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 101~105호 (송도동)",,37.38467593,126.6411413
달달블라썸,"인천광역시 연수구 하모니로36번길 1, 자인갤러리 1층 103호 (송도동)",,37.39158932,126.6512508
더 벤티 센트럴파크점,"인천광역시 연수구 센트럴로 194, C동 115호 (송도동, 더샵 센트럴파크2)",,37.39378585,126.6418738
꿈꾸는카페 송도3동행정복지센터점,"인천광역시 연수구 송도교육로 63, 송도3동 주민센터 1층 일부호 (송도동)",,37.37148506,126.6601641
스타벅스 인천동춘DT점,인천광역시 연수구 앵고개로 171 (동춘동),,37.41252373,126.6644702
TAM COFFEE(탐커피),"인천광역시 연수구 선학로68번길 3, 연주빌딩 1층 일부(106)호 (선학동)",,37.42373019,126.7013633
페이브 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-2, 송도 트리플스트리트 B동 1층 119호 (송도동)",,37.38044505,126.6602318
바소(VASO),"인천광역시 연수구 인천타워대로 257, 아트포레 A동 2층 201호 (송도동)",,37.39351506,126.6321878
커퍼런트,"인천광역시 연수구 비류대로294번길 6-16, 인구주택 1층 2호 (청학동)",,37.42608355,126.6662375
스윗언스윗(sweetunsweet),"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 203호 (송도동)",,37.3811087,126.6640824
메가엠지씨커피 인천청학점,"인천광역시 연수구 청학로 10, 지상1층 일부호 (청학동)",,37.42793155,126.6635892
컴포즈커피 글로벌캠퍼스점,"인천광역시 연수구 송도문화로28번길 28, 203동 3-123호 (송도동, 송도글로벌캠퍼스푸르지오)",,37.3770832,126.6558312
마리웨일237 커피마카롱 송도신도시점,"인천광역시 연수구 컨벤시아대로42번길 29, 송도 에이스프라자Ⅰ 104호 (송도동)",,37.39959033,126.6496988
조앤더주스 송도점,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",,37.38320628,126.6586339
킹크로플 인천송도점,"인천광역시 연수구 송도국제대로 165, 홈플러스 복합쇼핑몰(송도점) 2층 일부호 (송도동)",,37.38022559,126.656372
렛츠빈,"인천광역시 연수구 송도미래로 26, 극지연구소 1층 (송도동)",,37.36805782,126.6466537
모리셔스브라운 송도점,"인천광역시 연수구 신송로 161, 송도 하이츠 109호 (송도동)",,37.39759467,126.6484391
시월의 오후,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 지상2층 227호 (송도동)",,37.40473194,126.6283248
스윗머드,"인천광역시 연수구 센트럴로 160, 판매시설동 지상1층 184호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
쑤카롱,"인천광역시 연수구 인천타워대로 323, 송도 센트로드 상가동 D144호 (송도동)",,37.39952409,126.6295726
카페인중독 송도점,"인천광역시 연수구 신송로82번길 6, 송도풍림아이원4단지아파트 상가동 106호 (송도동, 송도풍림아이원4단지아파트)",,37.39305507,126.65694
아커,"인천광역시 연수구 샘말로8번길 18, 1층 일부호 (연수동)",,37.41143011,126.6784495
아트히어로 송도점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1층 B02(일부)호 (송도동)",,37.38419018,126.6421469
꿈꾸는카페(송도체육센터점),"인천광역시 연수구 송도과학로51번길 80, 2층 일부호 (송도동)",,37.38663582,126.6695822
카페 코너스,"인천광역시 연수구 청능대로 210, 홈플러스 지하1층 (동춘동)",,37.40599741,126.6836222
카페인중독 연수점,"인천광역시 연수구 청학로16번길 61-1, 1층 일부호 (청학동)",,37.42806508,126.6667987
인천연수지역자활센터 카페(cafe)봄날(송도2점),"인천광역시 연수구 컨벤시아대로 204, 인스타Ⅱ 지하1층 일부(B01)호 (송도동)",,37.38853774,126.6399563
어글리무드(Ugly mood),"인천광역시 연수구 컨벤시아대로 116, 138호 (송도동, 푸르지오월드마크)",,37.39374814,126.6463773
"차, 봄","인천광역시 연수구 청능대로 124, 상가동 지층 108호 (동춘동, 금호동아아파트)",,37.41147207,126.6760608
만랩커피 인천연수점,"인천광역시 연수구 먼우금로 194, 메카오피스텔 102호 (연수동)",,37.41433314,126.6769905
블루샥 인천송도점,"인천광역시 연수구 센트럴로 160, 송도센트럴파크푸르지오 판매시설동 128호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
디저트39(DESSERT39),"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 104호 (송도동)",,37.38459942,126.6423987
이디야커피 인천대점,"인천광역시 연수구 하모니로 271, 송도 코스테이 주건축물 제1동 지상1층 104호 (송도동)",,37.37391732,126.6366857
엔디알(NDR),"인천광역시 연수구 송도미래로 9, 비알씨(주) 연구소 3동 101호 (송도동)",,37.37081435,126.6470528
커피베이 연수점,"인천광역시 연수구 용담로 134-1, 1층, 2층 (연수동)",,37.4136461,126.6791649
인카페(IN CAFE),"인천광역시 연수구 청량로106번길 12, 지상2층 (옥련동)",,37.41783808,126.656217
그래요,"인천광역시 연수구 해돋이로 107, B동 1층 상가 6호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
컵피(CUPI),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 1층 143호 (송도동)",,37.38246176,126.6606641
셀렉토커피 송도랜드마크점,"인천광역시 연수구 랜드마크로 68, 301동 1층 23호,24호 (송도동)",,37.41563898,126.6212329
메가엠지씨커피 인천옥련점,"인천광역시 연수구 독배로 49, 럭키빌딩 101,102호 (옥련동)",,37.42508776,126.6443184
커피 사피엔스 송도아크리아1점,"인천광역시 연수구 신송로125번길 13, 아크리아 119호 (송도동)",,37.39456511,126.6511829
카흐베(kahve),"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 102호 (송도동)",,37.3811087,126.6640824
진하오차(Hao Tea),"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 201동 210호 (송도동)",,37.39935875,126.6368956
더벤티 송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동 1층 58호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
누하스 가든,"인천광역시 연수구 센트럴로 194, C동 101,102호 (송도동, 더샵 센트럴파크2)",,37.39378585,126.6418738
카페스마일,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A-705일부호 (송도동)",,37.38419018,126.6421469
카페희다 송도센트럴파크점,"인천광역시 연수구 센트럴로 160, 송도센트럴파크푸르지오 판매시설동 163호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
제이안,"인천광역시 연수구 학나래로118번길 37, 경희빌딩 1층 (선학동)",,37.42662592,126.6983849
리리(ReRi),"인천광역시 연수구 송도과학로16번길 33-3, 지하2층 215-1,215-2호 (송도동, 송도트리플스트리트 C동)",,37.37981773,126.6612504
앤(Ann) 커피,"인천광역시 연수구 원인재로 180, 상가동 110호 (연수동, 연수우성2차아파트)",,37.41301342,126.6855598
카페플로랑,"인천광역시 연수구 새말로96번길 26, 범한빌딩 1층 (연수동)",,37.41846516,126.6792242
제니테이블,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 218호 (송도동)",,37.40473194,126.6283248
투썸플레이스 지식정보단지역점,"인천광역시 연수구 인천타워대로54번길 3, 메트로프라자 1층 105호 (송도동)",,37.37853419,126.6456371
아마스빈 송도캠퍼스타운,"인천광역시 연수구 송도과학로27번길 55, 301동 1층 A106호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
메가엠지씨커피 송도캠퍼스타운역점,"인천광역시 연수구 송도과학로27번길 55, A동 117, 118호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
하우그레잇,"인천광역시 연수구 센트럴로 194, B동 108호 (송도동, 더샵 센트럴파크2)",,37.39378585,126.6418738
빽다방 송도아트포레점,"인천광역시 연수구 인천타워대로 257, 아트포레 지상1층 A-111호 (송도동)",,37.39351506,126.6321878
텐퍼센트커피 송도 랜드마크점,"인천광역시 연수구 랜드마크로 68, 301동 1층 97호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
더벤티(Theventi) 송도호반베르디움점,"인천광역시 연수구 랜드마크로 110, 2동 102호 (송도동, 호반베르디움 EDU CITY)",,37.41510896,126.6171167
아메리칸트레일러 현대아울렛 송도점,"인천광역시 연수구 송도국제대로 123, 현대프리미엄 아울렛 송도점 1층 일부호 (송도동)",,37.38320628,126.6586339
퀼트카페 콜마르,"인천광역시 연수구 원인재로 124, 지층 B02,03호 (동춘동, 한양1차아파트)",,37.40749232,126.6808219
카페아에 송도점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 166호 (송도동)",,37.38459942,126.6423987
홍콩다방 송도점,"인천광역시 연수구 신송로 153, 더 마란츠타워 104호 (송도동)",,37.39716984,126.64915
셀렉토 송도센트럴파크점,"인천광역시 연수구 센트럴로 160, 판매시설동 178호 (송도동, 송도센트럴파크푸르지오)",,37.39200033,126.644994
쉬즈베이글 랜드마크점,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 1층 133호 (송도동)",,37.40473194,126.6283248
메가엠지씨커피 선학역점,"인천광역시 연수구 학나래로46번길 22, 1층 (선학동)",,37.42525156,126.6977513
그리고 우리,"인천광역시 연수구 함박뫼로84번길 2, 1층 일부호 (연수동)",,37.42307769,126.6762863
봄에초록,"인천광역시 연수구 송도과학로16번길 13-39, 엠씨넥스 타워 126,127호 (송도동)",,37.3803222,126.6636281
텐퍼센트커피 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 D-132호 (송도동)",,37.38419018,126.6421469
미소당,"인천광역시 연수구 새말로 92, 1층 일부호 (연수동)",,37.41836825,126.6794162
윤카페(YOON CAFE),"인천광역시 연수구 봉재산로44번길 30, 1층 (동춘동)",,37.40817051,126.6643886
한스 달빛축제공원역점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 134호 (송도동)",,37.40580028,126.6286013
메가엠지씨커피 지식정보단지역점,"인천광역시 연수구 인천타워대로54번길 9, 에몬스프라자 102호 (송도동)",,37.37898729,126.6459726
가을카페,"인천광역시 연수구 함박뫼로 221, 주공2차아파트 상가동 104일부호 (연수동)",,37.41999656,126.690729
루브르카페,"인천광역시 연수구 해돋이로152번길 35, 303 일부호 (송도동)",,37.39673321,126.6489724
달다곰이 인천스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 지상3층 EAT SQUARE SHOP#1호 (동춘동)",,37.40599741,126.6836222
스무디킹 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-4, 지상1층 D118호 (송도동, 송도트리플스트리트 D동)",,37.37866084,126.6628418
공차 인천송도랜드마크점,"인천광역시 연수구 랜드마크로 68, 301동 1층 41호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
더벤티 송도캠퍼스타운점,"인천광역시 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운 301동 B-113호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
꿀스커피베이커리 오네스타점(GGul's Coffee Bakery),"인천광역시 연수구 송도국제대로 157, 오네스타 지하1층 A-B07호 (송도동)",,37.38094155,126.656664
카페미뇽 송도트리플스트리트점,"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 114호 (송도동)",,37.38246176,126.6606641
