종별,의료기관명,도로명주소,전화번호,위도,경도,동구분
한의원,경희나라한의원,"인천광역시 연수구 청능대로 93, 5층 (청학동)",032-821-7582,37.407077,126.672226,청학동
한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",032-819-9996,37.407794,126.672012,동춘동
한의원,동인당한의원,인천광역시 연수구 앵고개로 256 (동춘동),032-818-1731,37.408144,126.671494,동춘동
한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),032-818-1075,37.406682,126.670359,동춘동
한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),032-818-9911,37.424363,126.682498,동춘동
한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),032-818-5131,37.415072,126.677781,연수동
한의원,성성한의원,"인천광역시 연수구 용담로 115, 7층 (연수동, 파크타워)",032-817-0474,37.422488,126.67512,연수동
한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),032-817-3111,37.405395,126.672745,연수동
한의원,박기홍한의원,"인천광역시 연수구 앵고개로264번길 41, 2층 204호 (동춘동, 한양2차아파트상가)",032-816-7001,37.406399,126.677402,동춘동
한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",032-812-8048,37.413621,126.676282,동춘동
한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 5층 (연수동, BYC빌딩)",032-815-9494,37.425445,126.656479,연수동
한의원,서명원한의원,인천광역시 연수구 한나루로 182 (옥련동),032-833-0658,37.407632,126.672337,옥련동
한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",032-822-7582,37.407678,126.672293,동춘동
